Date,Product_ID,Product_Name,Category,Base_Price,Discounted_Price,Units_Sold,Revenue,Discount (%),Rating
2023-01-20,P1012,Programming Book,Books & Learning,39.95,39.95,45,1797.75,0,4.9
2023-01-21,P1001,Wireless Headphones,Electronics,59.99,56.99,83,4730.17,5,3.9
2023-01-21,P1002,Bluetooth Speaker,Electronics,45.99,43.69,50,2184.5,5,3.9
2023-01-21,P1003,Smartwatch,Electronics,149.99,149.99,171,25648.29,0,3.7
2023-01-21,P1004,Yoga Mat,Fitness,25.0,21.25,134,2847.5,15,4.5
2023-01-21,P1005,Resistance Bands,Fitness,19.99,17.99,150,2698.5,10,3.5
2023-01-21,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,103,1204.07,10,4.6
2023-01-21,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,146,5108.54,0,4.5
2023-01-21,P1008,Notebook Set,Office & Stationery,10.99,10.44,97,1012.68,5,4.1
2023-01-21,P1009,Backpack,Fashion & Accessories,49.99,47.49,169,8025.81,5,4.5
2023-01-21,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,98,8378.02,5,3.6
2023-01-21,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,72,1457.28,10,4.4
2023-01-21,P1012,Programming Book,Books & Learning,39.95,35.96,175,6293.0,10,4.2
2023-01-22,P1001,Wireless Headphones,Electronics,59.99,53.99,149,8044.51,10,4.5
2023-01-22,P1002,Bluetooth Speaker,Electronics,45.99,39.09,99,3869.91,15,4.2
2023-01-22,P1003,Smartwatch,Electronics,149.99,127.49,40,5099.6,15,4.6
2023-01-22,P1004,Yoga Mat,Fitness,25.0,25.0,94,2350.0,0,3.6
2023-01-22,P1005,Resistance Bands,Fitness,19.99,19.99,177,3538.23,0,5.0
2023-01-22,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,98,1273.02,0,4.6
2023-01-22,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,74,2200.76,15,4.3
2023-01-22,P1008,Notebook Set,Office & Stationery,10.99,9.89,143,1414.27,10,3.8
2023-01-22,P1009,Backpack,Fashion & Accessories,49.99,42.49,179,7605.71,15,4.5
2023-01-22,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,155,13948.45,0,4.2
2023-01-22,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,134,2712.16,10,4.0
2023-01-22,P1012,Programming Book,Books & Learning,39.95,37.95,56,2125.2,5,4.0
2023-01-23,P1001,Wireless Headphones,Electronics,59.99,53.99,156,8422.44,10,4.5
2023-01-23,P1002,Bluetooth Speaker,Electronics,45.99,45.99,132,6070.68,0,4.2
2023-01-23,P1003,Smartwatch,Electronics,149.99,134.99,110,14848.9,10,4.0
2023-01-23,P1004,Yoga Mat,Fitness,25.0,25.0,133,3325.0,0,4.5
2023-01-23,P1005,Resistance Bands,Fitness,19.99,16.99,168,2854.32,15,4.1
2023-01-23,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,78,911.82,10,4.4
2023-01-23,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,157,4669.18,15,4.6
2023-01-23,P1008,Notebook Set,Office & Stationery,10.99,9.89,82,810.98,10,4.3
2023-01-23,P1009,Backpack,Fashion & Accessories,49.99,42.49,103,4376.47,15,4.8
2023-01-23,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,154,13858.46,0,3.5
2023-01-23,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,91,1944.67,5,4.0
2023-01-23,P1012,Programming Book,Books & Learning,39.95,33.96,33,1120.68,15,3.6
2023-01-24,P1001,Wireless Headphones,Electronics,59.99,50.99,59,3008.41,15,4.9
2023-01-24,P1002,Bluetooth Speaker,Electronics,45.99,39.09,69,2697.21,15,4.9
2023-01-24,P1003,Smartwatch,Electronics,149.99,134.99,104,14038.96,10,4.1
2023-01-24,P1004,Yoga Mat,Fitness,25.0,21.25,153,3251.25,15,3.9
2023-01-24,P1005,Resistance Bands,Fitness,19.99,18.99,171,3247.29,5,4.1
2023-01-24,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,160,1974.4,5,4.8
2023-01-24,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,100,2974.0,15,4.0
2023-01-24,P1008,Notebook Set,Office & Stationery,10.99,9.89,159,1572.51,10,4.7
2023-01-24,P1009,Backpack,Fashion & Accessories,49.99,44.99,102,4588.98,10,4.8
2023-01-24,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,178,13615.22,15,4.8
2023-01-24,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,144,2753.28,15,4.0
2023-01-24,P1012,Programming Book,Books & Learning,39.95,33.96,171,5807.16,15,4.2
2023-01-25,P1001,Wireless Headphones,Electronics,59.99,56.99,112,6382.88,5,5.0
2023-01-25,P1002,Bluetooth Speaker,Electronics,45.99,39.09,91,3557.19,15,3.9
2023-01-25,P1003,Smartwatch,Electronics,149.99,149.99,135,20248.65,0,4.0
2023-01-25,P1004,Yoga Mat,Fitness,25.0,21.25,151,3208.75,15,4.1
2023-01-25,P1005,Resistance Bands,Fitness,19.99,16.99,68,1155.32,15,4.9
2023-01-25,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,62,724.78,10,4.8
2023-01-25,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,142,4968.58,0,4.3
2023-01-25,P1008,Notebook Set,Office & Stationery,10.99,10.99,146,1604.54,0,4.6
2023-01-25,P1009,Backpack,Fashion & Accessories,49.99,47.49,134,6363.66,5,3.6
2023-01-25,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,97,7856.03,10,4.4
2023-01-25,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,131,2946.19,0,4.8
2023-01-25,P1012,Programming Book,Books & Learning,39.95,33.96,166,5637.36,15,4.9
2023-01-26,P1001,Wireless Headphones,Electronics,59.99,59.99,154,9238.46,0,4.4
2023-01-26,P1002,Bluetooth Speaker,Electronics,45.99,41.39,90,3725.1,10,5.0
2023-01-26,P1003,Smartwatch,Electronics,149.99,127.49,53,6756.97,15,5.0
2023-01-26,P1004,Yoga Mat,Fitness,25.0,21.25,55,1168.75,15,3.7
2023-01-26,P1005,Resistance Bands,Fitness,19.99,19.99,106,2118.94,0,3.6
2023-01-26,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,44,514.36,10,4.0
2023-01-26,P1007,Non-stick Pan,Home & Kitchen,34.99,33.24,140,4653.6,5,3.9
2023-01-26,P1008,Notebook Set,Office & Stationery,10.99,10.44,135,1409.4,5,3.8
2023-01-26,P1009,Backpack,Fashion & Accessories,49.99,42.49,50,2124.5,15,4.4
2023-01-26,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,91,6960.59,15,4.9
2023-01-26,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,66,1410.42,5,4.2
2023-01-26,P1012,Programming Book,Books & Learning,39.95,33.96,95,3226.2,15,3.9
2023-01-27,P1001,Wireless Headphones,Electronics,59.99,50.99,32,1631.68,15,4.9
2023-01-27,P1002,Bluetooth Speaker,Electronics,45.99,43.69,169,7383.61,5,3.6
2023-01-27,P1003,Smartwatch,Electronics,149.99,134.99,118,15928.82,10,4.5
2023-01-27,P1004,Yoga Mat,Fitness,25.0,22.5,138,3105.0,10,4.2
2023-01-27,P1005,Resistance Bands,Fitness,19.99,18.99,107,2031.93,5,5.0
2023-01-27,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,153,1987.47,0,3.9
2023-01-27,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,176,5542.24,10,4.4
2023-01-27,P1008,Notebook Set,Office & Stationery,10.99,10.99,105,1153.95,0,5.0
2023-01-27,P1009,Backpack,Fashion & Accessories,49.99,44.99,131,5893.69,10,3.5
2023-01-27,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,42,3212.58,15,4.7
2023-01-27,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,103,2201.11,5,4.4
2023-01-27,P1012,Programming Book,Books & Learning,39.95,37.95,120,4554.0,5,4.5
2023-01-28,P1001,Wireless Headphones,Electronics,59.99,56.99,94,5357.06,5,4.4
2023-01-28,P1002,Bluetooth Speaker,Electronics,45.99,41.39,40,1655.6,10,4.7
2023-01-28,P1003,Smartwatch,Electronics,149.99,134.99,38,5129.62,10,4.6
2023-01-28,P1004,Yoga Mat,Fitness,25.0,22.5,53,1192.5,10,4.0
2023-01-28,P1005,Resistance Bands,Fitness,19.99,18.99,136,2582.64,5,3.8
2023-01-28,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,168,1963.92,10,4.3
2023-01-28,P1007,Non-stick Pan,Home & Kitchen,34.99,33.24,99,3290.76,5,3.9
2023-01-28,P1008,Notebook Set,Office & Stationery,10.99,9.89,153,1513.17,10,4.6
2023-01-28,P1009,Backpack,Fashion & Accessories,49.99,49.99,116,5798.84,0,4.2
2023-01-28,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,49,4189.01,5,4.6
2023-01-28,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,87,1663.44,15,5.0
2023-01-28,P1012,Programming Book,Books & Learning,39.95,35.96,172,6185.12,10,3.6
2023-01-29,P1001,Wireless Headphones,Electronics,59.99,59.99,131,7858.69,0,3.9
2023-01-29,P1002,Bluetooth Speaker,Electronics,45.99,39.09,61,2384.49,15,4.1
2023-01-29,P1003,Smartwatch,Electronics,149.99,127.49,97,12366.53,15,4.7
2023-01-29,P1004,Yoga Mat,Fitness,25.0,25.0,125,3125.0,0,4.5
2023-01-29,P1005,Resistance Bands,Fitness,19.99,19.99,150,2998.5,0,4.4
2023-01-29,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,173,2022.37,10,4.9
2023-01-29,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,86,3009.14,0,4.5
2023-01-29,P1008,Notebook Set,Office & Stationery,10.99,9.89,148,1463.72,10,4.5
2023-01-29,P1009,Backpack,Fashion & Accessories,49.99,47.49,59,2801.91,5,3.6
2023-01-29,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,39,3158.61,10,5.0
2023-01-29,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,59,1326.91,0,3.9
2023-01-29,P1012,Programming Book,Books & Learning,39.95,37.95,167,6337.65,5,4.1
2023-01-30,P1001,Wireless Headphones,Electronics,59.99,50.99,124,6322.76,15,4.4
2023-01-30,P1002,Bluetooth Speaker,Electronics,45.99,39.09,69,2697.21,15,4.5
2023-01-30,P1003,Smartwatch,Electronics,149.99,127.49,155,19760.95,15,4.9
2023-01-30,P1004,Yoga Mat,Fitness,25.0,25.0,101,2525.0,0,4.5
2023-01-30,P1005,Resistance Bands,Fitness,19.99,16.99,85,1444.15,15,4.2
2023-01-30,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,90,1052.1,10,3.6
2023-01-30,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,124,3904.76,10,3.6
2023-01-30,P1008,Notebook Set,Office & Stationery,10.99,10.44,100,1044.0,5,5.0
2023-01-30,P1009,Backpack,Fashion & Accessories,49.99,49.99,146,7298.54,0,4.5
2023-01-30,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,35,3149.65,0,4.7
2023-01-30,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,92,1966.04,5,4.7
2023-01-30,P1012,Programming Book,Books & Learning,39.95,39.95,82,3275.9,0,4.7
2023-01-31,P1001,Wireless Headphones,Electronics,59.99,56.99,171,9745.29,5,4.4
2023-01-31,P1002,Bluetooth Speaker,Electronics,45.99,41.39,89,3683.71,10,4.7
2023-01-31,P1003,Smartwatch,Electronics,149.99,134.99,30,4049.7,10,4.8
2023-01-31,P1004,Yoga Mat,Fitness,25.0,23.75,67,1591.25,5,4.3
2023-01-31,P1005,Resistance Bands,Fitness,19.99,19.99,74,1479.26,0,4.5
2023-01-31,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,36,444.24,5,3.5
2023-01-31,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,90,2834.1,10,3.5
2023-01-31,P1008,Notebook Set,Office & Stationery,10.99,10.99,97,1066.03,0,3.7
2023-01-31,P1009,Backpack,Fashion & Accessories,49.99,49.99,137,6848.63,0,4.6
2023-01-31,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,151,11549.99,15,4.7
2023-01-31,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,161,3620.89,0,4.2
2023-01-31,P1012,Programming Book,Books & Learning,39.95,39.95,86,3435.7,0,4.6
2023-02-01,P1001,Wireless Headphones,Electronics,59.99,53.99,163,8800.37,10,4.2
2023-02-01,P1002,Bluetooth Speaker,Electronics,45.99,45.99,37,1701.63,0,5.0
2023-02-01,P1003,Smartwatch,Electronics,149.99,127.49,132,16828.68,15,4.5
2023-02-01,P1004,Yoga Mat,Fitness,25.0,21.25,155,3293.75,15,3.6
2023-02-01,P1005,Resistance Bands,Fitness,19.99,17.99,50,899.5,10,4.4
2023-02-01,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,46,567.64,5,3.9
2023-02-01,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,179,5636.71,10,4.1
2023-02-01,P1008,Notebook Set,Office & Stationery,10.99,9.89,165,1631.85,10,4.2
2023-02-01,P1009,Backpack,Fashion & Accessories,49.99,49.99,140,6998.6,0,4.7
2023-02-01,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,59,5043.91,5,4.1
2023-02-01,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,88,1682.56,15,4.0
2023-02-01,P1012,Programming Book,Books & Learning,39.95,33.96,146,4958.16,15,4.1
2023-02-02,P1001,Wireless Headphones,Electronics,59.99,53.99,54,2915.46,10,4.1
2023-02-02,P1002,Bluetooth Speaker,Electronics,45.99,41.39,95,3932.05,10,4.9
2023-02-02,P1003,Smartwatch,Electronics,149.99,149.99,151,22648.49,0,3.6
2023-02-02,P1004,Yoga Mat,Fitness,25.0,25.0,51,1275.0,0,4.1
2023-02-02,P1005,Resistance Bands,Fitness,19.99,18.99,125,2373.75,5,4.3
2023-02-02,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,180,2104.2,10,4.5
2023-02-02,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,135,4251.15,10,4.8
2023-02-02,P1008,Notebook Set,Office & Stationery,10.99,10.99,138,1516.62,0,5.0
2023-02-02,P1009,Backpack,Fashion & Accessories,49.99,44.99,109,4903.91,10,3.7
2023-02-02,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,159,13592.91,5,3.7
2023-02-02,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,153,3269.61,5,4.8
2023-02-02,P1012,Programming Book,Books & Learning,39.95,35.96,119,4279.24,10,3.7
2023-02-03,P1001,Wireless Headphones,Electronics,59.99,56.99,101,5755.99,5,4.7
2023-02-03,P1002,Bluetooth Speaker,Electronics,45.99,45.99,173,7956.27,0,4.4
2023-02-03,P1003,Smartwatch,Electronics,149.99,149.99,98,14699.02,0,3.8
2023-02-03,P1004,Yoga Mat,Fitness,25.0,22.5,109,2452.5,10,4.0
2023-02-03,P1005,Resistance Bands,Fitness,19.99,18.99,76,1443.24,5,4.3
2023-02-03,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,132,1714.68,0,3.7
2023-02-03,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,37,1294.63,0,4.6
2023-02-03,P1008,Notebook Set,Office & Stationery,10.99,9.34,85,793.9,15,4.1
2023-02-03,P1009,Backpack,Fashion & Accessories,49.99,47.49,117,5556.33,5,4.1
2023-02-03,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,113,10168.87,0,4.8
2023-02-03,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,69,1474.53,5,4.6
2023-02-03,P1012,Programming Book,Books & Learning,39.95,39.95,42,1677.9,0,3.9
2023-02-04,P1001,Wireless Headphones,Electronics,59.99,50.99,138,7036.62,15,4.4
2023-02-04,P1002,Bluetooth Speaker,Electronics,45.99,41.39,136,5629.04,10,3.8
2023-02-04,P1003,Smartwatch,Electronics,149.99,149.99,161,24148.39,0,4.0
2023-02-04,P1004,Yoga Mat,Fitness,25.0,22.5,58,1305.0,10,4.5
2023-02-04,P1005,Resistance Bands,Fitness,19.99,17.99,154,2770.46,10,3.6
2023-02-04,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,131,1701.69,0,3.5
2023-02-04,P1007,Non-stick Pan,Home & Kitchen,34.99,33.24,107,3556.68,5,4.7
2023-02-04,P1008,Notebook Set,Office & Stationery,10.99,9.89,95,939.55,10,4.0
2023-02-04,P1009,Backpack,Fashion & Accessories,49.99,42.49,31,1317.19,15,4.6
2023-02-04,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,74,6326.26,5,4.1
2023-02-04,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,88,1781.12,10,3.6
2023-02-04,P1012,Programming Book,Books & Learning,39.95,33.96,40,1358.4,15,3.5
2023-02-05,P1001,Wireless Headphones,Electronics,59.99,53.99,49,2645.51,10,4.4
2023-02-05,P1002,Bluetooth Speaker,Electronics,45.99,39.09,176,6879.84,15,4.6
2023-02-05,P1003,Smartwatch,Electronics,149.99,134.99,136,18358.64,10,3.7
2023-02-05,P1004,Yoga Mat,Fitness,25.0,22.5,35,787.5,10,3.8
2023-02-05,P1005,Resistance Bands,Fitness,19.99,17.99,147,2644.53,10,3.6
2023-02-05,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,57,703.38,5,4.2
2023-02-05,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,132,4618.68,0,4.1
2023-02-05,P1008,Notebook Set,Office & Stationery,10.99,9.89,109,1078.01,10,3.8
2023-02-05,P1009,Backpack,Fashion & Accessories,49.99,49.99,73,3649.27,0,4.3
2023-02-05,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,59,5043.91,5,4.9
2023-02-05,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,119,2408.56,10,4.6
2023-02-05,P1012,Programming Book,Books & Learning,39.95,37.95,67,2542.65,5,3.7
2023-02-06,P1001,Wireless Headphones,Electronics,59.99,56.99,95,5414.05,5,3.8
2023-02-06,P1002,Bluetooth Speaker,Electronics,45.99,45.99,69,3173.31,0,3.8
2023-02-06,P1003,Smartwatch,Electronics,149.99,127.49,156,19888.44,15,4.6
2023-02-06,P1004,Yoga Mat,Fitness,25.0,21.25,178,3782.5,15,4.5
2023-02-06,P1005,Resistance Bands,Fitness,19.99,17.99,174,3130.26,10,4.8
2023-02-06,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,110,1357.4,5,4.2
2023-02-06,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,150,4461.0,15,4.4
2023-02-06,P1008,Notebook Set,Office & Stationery,10.99,10.99,100,1099.0,0,4.0
2023-02-06,P1009,Backpack,Fashion & Accessories,49.99,44.99,48,2159.52,10,4.2
2023-02-06,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,39,3509.61,0,4.1
2023-02-06,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,103,2316.47,0,4.5
2023-02-06,P1012,Programming Book,Books & Learning,39.95,33.96,53,1799.88,15,4.2
2023-02-07,P1001,Wireless Headphones,Electronics,59.99,59.99,171,10258.29,0,4.2
2023-02-07,P1002,Bluetooth Speaker,Electronics,45.99,43.69,176,7689.44,5,4.0
2023-02-07,P1003,Smartwatch,Electronics,149.99,142.49,151,21515.99,5,4.9
2023-02-07,P1004,Yoga Mat,Fitness,25.0,25.0,145,3625.0,0,4.7
2023-02-07,P1005,Resistance Bands,Fitness,19.99,19.99,117,2338.83,0,4.3
2023-02-07,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,74,961.26,0,3.9
2023-02-07,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,142,4223.08,15,4.3
2023-02-07,P1008,Notebook Set,Office & Stationery,10.99,9.89,70,692.3,10,4.1
2023-02-07,P1009,Backpack,Fashion & Accessories,49.99,42.49,102,4333.98,15,4.1
2023-02-07,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,116,10438.84,0,4.7
2023-02-07,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,115,2586.35,0,4.0
2023-02-07,P1012,Programming Book,Books & Learning,39.95,33.96,172,5841.12,15,3.9
2023-02-08,P1001,Wireless Headphones,Electronics,59.99,53.99,68,3671.32,10,3.6
2023-02-08,P1002,Bluetooth Speaker,Electronics,45.99,41.39,66,2731.74,10,4.0
2023-02-08,P1003,Smartwatch,Electronics,149.99,142.49,130,18523.7,5,4.4
2023-02-08,P1004,Yoga Mat,Fitness,25.0,22.5,51,1147.5,10,4.3
2023-02-08,P1005,Resistance Bands,Fitness,19.99,18.99,114,2164.86,5,4.5
2023-02-08,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,164,2130.36,0,4.5
2023-02-08,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,138,4345.62,10,3.5
2023-02-08,P1008,Notebook Set,Office & Stationery,10.99,10.44,109,1137.96,5,4.9
2023-02-08,P1009,Backpack,Fashion & Accessories,49.99,42.49,117,4971.33,15,3.8
2023-02-08,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,65,5556.85,5,3.6
2023-02-08,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,55,1236.95,0,4.5
2023-02-08,P1012,Programming Book,Books & Learning,39.95,33.96,63,2139.48,15,3.7
2023-02-09,P1001,Wireless Headphones,Electronics,59.99,56.99,76,4331.24,5,4.6
2023-02-09,P1002,Bluetooth Speaker,Electronics,45.99,39.09,41,1602.69,15,4.0
2023-02-09,P1003,Smartwatch,Electronics,149.99,127.49,90,11474.1,15,4.4
2023-02-09,P1004,Yoga Mat,Fitness,25.0,23.75,144,3420.0,5,4.3
2023-02-09,P1005,Resistance Bands,Fitness,19.99,16.99,109,1851.91,15,4.9
2023-02-09,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,79,923.51,10,4.5
2023-02-09,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,176,5234.24,15,4.2
2023-02-09,P1008,Notebook Set,Office & Stationery,10.99,9.34,102,952.68,15,4.3
2023-02-09,P1009,Backpack,Fashion & Accessories,49.99,47.49,137,6506.13,5,4.7
2023-02-09,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,65,5264.35,10,3.6
2023-02-09,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,153,3096.72,10,4.3
